Purchase ID,Item Name,Buyer Name,Purchase Email,Buyer Email,Do not contact?,Purchase Date,Purchase Time (UTC timezone),Subtotal ($),Taxes ($),Tax Type,Shipping ($),Sale Price ($),Fees ($),Net Total ($),Tip ($),Tax Included in Price?,Street Address,City,Zip Code,State,Country,Referrer,Refunded?,Partial Refund ($),Fully Refunded?,Disputed?,Dispute Won?,Access Revoked?,Variants,Discount Code,Recurring Charge?,Free trial purchase?,Pre-order authorization?,Product ID,Order Number,Pre-order authorization time (UTC timezone),Custom Fields,Item Price ($),Variants Price ($),Giftee Email,SKU ID,Quantity,Recurrence,Affiliate,Affiliate commission ($),Discover?,Cancellation Date,Subscription End Date,Rating,Review,License Key,License Key Activation Count,License Key Enabled?,Payment Type,PayPal Transaction ID,PayPal Fee Amount,PayPal Fee Currency,Stripe Transaction ID,Stripe Fee Amount,Stripe Fee Currency,Purchasing Power Parity Discounted?,Upsold?,Sent Abandoned Cart Email?,UTM Source,UTM Medium,UTM Campaign,UTM Term,UTM Content
DEMOPID000122==,Acme Pro,Morgan Andersson,morgan.andersson18@example.com,morgan.andersson18@example.com,0,2023-09-21,2023-09-21 07:19:42 +0000,19.0,0.0,,0.0,19.0,2.02,16.98,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100586,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000480==,Acme Pro,Hayden Ortiz,hayden.ortiz68@example.com,hayden.ortiz68@example.com,0,2023-09-30,2023-09-30 08:14:32 +0000,84.2,0.0,,0.0,84.2,7.61,76.54,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Enterprise),welcome15,1,0,0,demoPID,102463,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001395==,Acme Pro,Hayden Johnson,hayden.johnson182@example.com,hayden.johnson182@example.com,0,2023-10-02,2023-10-02 04:57:35 +0000,19.0,0.0,,0.0,19.0,2.22,16.78,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,107006,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000855==,Acme Pro,Rowan Ortiz,rowan.ortiz108@example.com,rowan.ortiz108@example.com,0,2023-10-03,2023-10-03 02:18:38 +0000,49.0,0.0,,0.0,49.0,6.19,42.81,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,104276,,{},49.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000429==,Acme Pro,Morgan Muller,morgan.muller64@example.com,morgan.muller64@example.com,0,2023-10-09,2023-10-09 16:29:23 +0000,19.0,0.0,,0.0,19.0,1.72,17.28,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,102191,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000569==,Acme Pro,Hayden Nguyen,hayden.nguyen82@example.com,hayden.nguyen82@example.com,0,2023-10-20,2023-10-20 11:29:47 +0000,5.4,0.0,,0.0,5.4,0.58,4.82,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),blackfriday,1,0,0,demoPID,102899,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000123==,Acme Pro,Morgan Andersson,morgan.andersson18@example.com,morgan.andersson18@example.com,0,2023-10-21,2023-10-21 16:22:27 +0000,19.0,0.0,,0.0,19.0,2.07,16.93,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100592,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000541==,Acme Pro,Drew Muller,drew.muller79@example.com,drew.muller79@example.com,0,2023-10-28,2023-10-28 00:16:13 +0000,490.0,0.0,,0.0,490.0,55.61,434.39,0.0,,,,,,Netherlands,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,102761,,{},490.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000481==,Acme Pro,Hayden Ortiz,hayden.ortiz68@example.com,hayden.ortiz68@example.com,0,2023-10-30,2023-10-30 22:36:14 +0000,84.2,0.0,,0.0,84.2,9.45,74.70,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Enterprise),welcome15,1,0,0,demoPID,102472,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001396==,Acme Pro,Hayden Johnson,hayden.johnson182@example.com,hayden.johnson182@example.com,0,2023-11-02,2023-11-02 08:10:32 +0000,19.0,0.0,,0.0,19.0,2.15,16.85,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,107007,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000856==,Acme Pro,Rowan Ortiz,rowan.ortiz108@example.com,rowan.ortiz108@example.com,0,2023-11-03,2023-11-03 06:00:45 +0000,49.0,0.0,,0.0,49.0,5.21,43.79,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,104285,,{},49.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000430==,Acme Pro,Morgan Muller,morgan.muller64@example.com,morgan.muller64@example.com,0,2023-11-09,2023-11-09 21:59:39 +0000,19.0,0.0,,0.0,19.0,2.18,16.82,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,102192,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000322==,Acme Pro,Morgan Ortiz,morgan.ortiz51@example.com,morgan.ortiz51@example.com,0,2023-11-14,2023-11-14 18:26:39 +0000,99.0,0.0,,0.0,99.0,11.49,87.51,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Enterprise),,0,0,0,demoPID,101662,,{},99.0,,,,1,monthly,,0.0,0,2026-05-15 00:00:00 UTC,2026-06-14,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001429==,Acme Pro,Drew Tanaka,drew.tanaka184@example.com,drew.tanaka184@example.com,0,2023-11-19,2023-11-19 02:58:51 +0000,72.0,0.0,,0.0,72.0,7.83,64.17,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Personal),friend20,0,0,0,demoPID,107170,,{},90.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000570==,Acme Pro,Hayden Nguyen,hayden.nguyen82@example.com,hayden.nguyen82@example.com,0,2023-11-20,2023-11-20 16:08:40 +0000,5.4,0.0,,0.0,5.4,0.61,4.79,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),blackfriday,1,0,0,demoPID,102901,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000124==,Acme Pro,Morgan Andersson,morgan.andersson18@example.com,morgan.andersson18@example.com,0,2023-11-21,2023-11-21 22:29:17 +0000,19.0,0.0,,0.0,19.0,1.96,17.04,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100601,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000001==,Acme Pro,Taylor Smith,taylor.smith0@example.com,taylor.smith0@example.com,0,2023-11-26,2023-11-26 02:13:14 +0000,9.0,0.0,,0.0,9.0,0.82,8.18,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Personal),,0,0,0,demoPID,100007,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000482==,Acme Pro,Hayden Ortiz,hayden.ortiz68@example.com,hayden.ortiz68@example.com,0,2023-11-30,2023-11-30 14:49:43 +0000,84.2,0.0,,0.0,84.2,8.83,75.32,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Enterprise),welcome15,1,0,0,demoPID,102480,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001397==,Acme Pro,Hayden Johnson,hayden.johnson182@example.com,hayden.johnson182@example.com,0,2023-12-02,2023-12-02 14:08:05 +0000,19.0,0.0,,0.0,19.0,2.42,16.58,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,107015,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000857==,Acme Pro,Rowan Ortiz,rowan.ortiz108@example.com,rowan.ortiz108@example.com,0,2023-12-03,2023-12-03 03:33:00 +0000,49.0,0.0,,0.0,49.0,5.54,43.46,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,104286,,{},49.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000431==,Acme Pro,Morgan Muller,morgan.muller64@example.com,morgan.muller64@example.com,0,2023-12-09,2023-12-09 00:00:34 +0000,19.0,0.0,,0.0,19.0,2.21,16.79,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,102200,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000323==,Acme Pro,Morgan Ortiz,morgan.ortiz51@example.com,morgan.ortiz51@example.com,0,2023-12-14,2023-12-14 20:34:18 +0000,99.0,0.0,,0.0,99.0,10.88,88.12,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,101663,,{},99.0,,,,1,monthly,,0.0,0,2026-05-15 00:00:00 UTC,2026-06-14,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001192==,Acme Pro,Rowan Johnson,rowan.johnson150@example.com,rowan.johnson150@example.com,0,2023-12-17,2023-12-17 18:04:52 +0000,36.8,0.0,,0.0,36.8,4.21,32.54,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Business),launch25,0,0,0,demoPID,106008,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000571==,Acme Pro,Hayden Nguyen,hayden.nguyen82@example.com,hayden.nguyen82@example.com,0,2023-12-20,2023-12-20 18:03:27 +0000,5.4,0.0,,0.0,5.4,0.50,4.90,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),blackfriday,1,0,0,demoPID,102908,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000125==,Acme Pro,Morgan Andersson,morgan.andersson18@example.com,morgan.andersson18@example.com,0,2023-12-21,2023-12-21 03:46:12 +0000,19.0,0.0,,0.0,19.0,1.90,17.10,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100606,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000177==,Acme Pro,Casey Andersson,casey.andersson21@example.com,casey.andersson21@example.com,0,2023-12-22,2023-12-22 04:26:55 +0000,90.0,0.0,,0.0,90.0,8.16,81.84,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Personal),,0,0,0,demoPID,100883,,{},90.0,,,,1,yearly,,0.0,0,2026-05-05 00:00:00 UTC,2026-12-22,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000002==,Acme Pro,Taylor Smith,taylor.smith0@example.com,taylor.smith0@example.com,0,2023-12-26,2023-12-26 17:12:45 +0000,9.0,0.0,,0.0,9.0,1.03,7.97,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,100016,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000483==,Acme Pro,Hayden Ortiz,hayden.ortiz68@example.com,hayden.ortiz68@example.com,0,2023-12-30,2023-12-30 00:30:06 +0000,84.2,0.0,,0.0,84.2,8.08,76.07,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Enterprise),welcome15,1,0,0,demoPID,102489,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001398==,Acme Pro,Hayden Johnson,hayden.johnson182@example.com,hayden.johnson182@example.com,0,2024-01-02,2024-01-02 13:09:16 +0000,19.0,0.0,,0.0,19.0,2.25,16.75,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,107021,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000858==,Acme Pro,Rowan Ortiz,rowan.ortiz108@example.com,rowan.ortiz108@example.com,0,2024-01-03,2024-01-03 22:51:20 +0000,49.0,0.0,,0.0,49.0,5.69,43.31,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,104293,,{},49.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000432==,Acme Pro,Morgan Muller,morgan.muller64@example.com,morgan.muller64@example.com,0,2024-01-09,2024-01-09 00:33:46 +0000,19.0,0.0,,0.0,19.0,2.02,16.98,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,102209,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000324==,Acme Pro,Morgan Ortiz,morgan.ortiz51@example.com,morgan.ortiz51@example.com,0,2024-01-14,2024-01-14 21:25:19 +0000,99.0,0.0,,0.0,99.0,10.82,88.18,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,101668,,{},99.0,,,,1,monthly,,0.0,0,2026-05-15 00:00:00 UTC,2026-06-14,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001193==,Acme Pro,Rowan Johnson,rowan.johnson150@example.com,rowan.johnson150@example.com,0,2024-01-17,2024-01-17 19:51:39 +0000,36.8,0.0,,0.0,36.8,3.48,33.27,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Business),launch25,1,0,0,demoPID,106010,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000572==,Acme Pro,Hayden Nguyen,hayden.nguyen82@example.com,hayden.nguyen82@example.com,0,2024-01-20,2024-01-20 08:54:20 +0000,5.4,0.0,,0.0,5.4,0.54,4.86,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),blackfriday,1,0,0,demoPID,102911,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000126==,Acme Pro,Morgan Andersson,morgan.andersson18@example.com,morgan.andersson18@example.com,0,2024-01-21,2024-01-21 17:48:44 +0000,19.0,0.0,,0.0,19.0,1.80,17.20,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100612,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000003==,Acme Pro,Taylor Smith,taylor.smith0@example.com,taylor.smith0@example.com,0,2024-01-26,2024-01-26 14:37:17 +0000,9.0,0.0,,0.0,9.0,0.96,8.04,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,100025,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000484==,Acme Pro,Hayden Ortiz,hayden.ortiz68@example.com,hayden.ortiz68@example.com,0,2024-01-30,2024-01-30 02:07:53 +0000,84.2,0.0,,0.0,84.2,8.97,75.18,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Enterprise),welcome15,1,0,0,demoPID,102494,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001399==,Acme Pro,Hayden Johnson,hayden.johnson182@example.com,hayden.johnson182@example.com,0,2024-02-02,2024-02-02 04:31:55 +0000,19.0,0.0,,0.0,19.0,1.95,17.05,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,107023,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000859==,Acme Pro,Rowan Ortiz,rowan.ortiz108@example.com,rowan.ortiz108@example.com,0,2024-02-03,2024-02-03 04:27:41 +0000,49.0,0.0,,0.0,49.0,5.12,43.88,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,104300,,{},49.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000433==,Acme Pro,Morgan Muller,morgan.muller64@example.com,morgan.muller64@example.com,0,2024-02-09,2024-02-09 09:01:32 +0000,19.0,0.0,,0.0,19.0,2.12,16.88,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,102214,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000325==,Acme Pro,Morgan Ortiz,morgan.ortiz51@example.com,morgan.ortiz51@example.com,0,2024-02-14,2024-02-14 01:10:28 +0000,99.0,0.0,,0.0,99.0,9.20,89.80,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,101676,,{},99.0,,,,1,monthly,,0.0,0,2026-05-15 00:00:00 UTC,2026-06-14,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001194==,Acme Pro,Rowan Johnson,rowan.johnson150@example.com,rowan.johnson150@example.com,0,2024-02-17,2024-02-17 06:27:21 +0000,36.8,0.0,,0.0,36.8,3.40,33.35,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Business),launch25,1,0,0,demoPID,106014,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000573==,Acme Pro,Hayden Nguyen,hayden.nguyen82@example.com,hayden.nguyen82@example.com,0,2024-02-20,2024-02-20 23:20:20 +0000,5.4,0.0,,0.0,5.4,0.64,4.76,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),blackfriday,1,0,0,demoPID,102918,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000127==,Acme Pro,Morgan Andersson,morgan.andersson18@example.com,morgan.andersson18@example.com,0,2024-02-21,2024-02-21 23:30:17 +0000,19.0,0.0,,0.0,19.0,1.86,17.14,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100615,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000004==,Acme Pro,Taylor Smith,taylor.smith0@example.com,taylor.smith0@example.com,0,2024-02-26,2024-02-26 05:44:27 +0000,9.0,0.0,,0.0,9.0,1.08,7.92,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,100026,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
